List,Sentence,Offset
38,1002,1.634333868642
38,419,1.17239173605124
38,90,1.89900117682029
38,921,1.84629796280343
39,148,-1.42314469910715
39,102,-2.61375748077402
39,333,-1.12140072930149
39,659,-1.36595204020573
39,460,-0.715671210314231
39,11,-0.819516445747582
39,585,-0.595043194614722
39,264,-0.707745853292042
39,756,-0.0837994230266617
39,966,-0.203372322911072
39,1047,0.0775971044103985
39,1057,0.0460810974452181
39,521,0.375279482890078
39,440,0.243070039566678
39,589,1.08378088549511
39,595,0.581049412853228
39,373,1.24004947717474
39,568,1.20942532600578
39,602,2.91064405227115
39,954,1.4047288539473
40,293,-1.43319212694237
40,629,-2.48639958998641
40,201,-1.16730964923907
40,990,-1.35511795885381
40,577,-1.08018367685301
40,786,-1.14238551513233
40,192,-0.722320773628912
40,404,-0.930495766486612
40,505,-0.0603186669591613
40,878,-0.506333741152432
40,115,0.489375137948568
40,278,0.290574920906988
40,372,0.809437315263988
40,1011,0.662503462137289
40,107,1.19788290417884
40,740,0.884517771736898
40,156,1.43650477217555
40,1113,1.40440811211331
40,389,1.77081614618942
40,464,1.49155135995133
41,28,-2.16871133730861
41,890,-2.52617989070446
41,591,-1.91455210234141
41,856,-2.07125827097594
41,742,-1.75102812864817
41,244,-1.7712533228371
41,327,-1.03640132398677
41,653,-1.1510211020718
41,379,-0.550777609261042
41,675,-0.921450972683152
41,345,1.01907899321186
41,789,0.325166059999018
41,273,1.37111733627762
41,287,1.17134020860181
41,451,1.89846633386914
41,618,1.83416059925762
41,792,1.98356467406354
41,220,1.95530282762591
41,984,2.32038542793415
41,1046,2.22592179520126
42,946,-1.94743156973361
42,858,-2.52418421076901
42,459,-1.68979626166449
42,674,-1.7304740210128
42,887,-0.970735393791822
42,831,-1.20677465908909
42,1123,-0.879362755373892
42,680,-0.949188908677352
42,735,-0.457863790369122
42,432,-0.807214239316791
42,305,0.565998573578768
42,870,0.521594941314958
42,267,0.831306535270849
42,421,0.803191961262009
42,752,1.11339179319261
42,63,0.909799915126748
42,476,1.93528418655815
42,819,1.15684308791827
42,868,2.33278929048129
42,1044,2.26498582720277
43,452,-1.7017818087503
43,826,-2.13936470200379
43,371,-1.22503658336445
43,1124,-1.4917364650318
43,765,-0.942722120477452
43,368,-1.19665844389687
43,989,-0.804136232233121
43,197,-0.816284580612011
43,830,-0.310307827354071
43,893,-0.537606812245461
43,119,0.585569094937329
43,390,-0.128272147067881
43,661,0.883544246796988
43,177,0.721139462863718
43,1135,1.0219927535246
43,613,0.890929321988448
43,1092,1.84098377756148
43,1138,1.0955223784855
43,866,2.24921732945939
43,994,2.11008941209751
44,149,-1.66581730851557
44,56,-1.75308563848725
44,1048,-0.960250419440622
44,957,-1.42062360464442
44,872,-0.498805420554572
44,255,-0.846406166410392
44,564,-0.306696404189911
44,930,-0.476571365235642
44,753,-0.165158215784531
44,801,-0.255386128083742
44,1030,0.147697832031758
44,651,-0.135047701455871
44,1132,0.515090474629918
44,963,0.494063910063669
44,405,0.883849732686918
44,824,0.804566071492398
44,179,1.15616994279496
44,1158,0.957908686900248
44,706,1.8278699479781
44,147,1.69251110016406
45,772,-1.09933468141805
45,138,-1.74604465185403
45,126,-0.884845054796322
45,153,-0.978535672182062
45,751,-0.767733738844742
45,825,-0.870699128489692
45,120,-0.437883126826362
45,694,-0.616315316412582
45,1009,-0.163115412080752
45,87,-0.305793461627362
45,420,0.123302622140688
45,269,-0.132411429682532
45,647,0.378560358117299
45,1181,0.321361510559848
45,1185,0.982762760367038
45,26,0.955945274901498
45,64,1.24187774972257
45,743,1.08247980574766
45,528,1.54216009182979
45,1162,1.31878162350682
46,391,-1.63144781280912
46,779,-2.67066238885765
46,1112,-1.11029836661901
46,835,-1.16884946175878
46,1090,-0.452677538408972
46,96,-0.960644405119822
46,193,-0.250486911087561
46,38,-0.358768375639712
46,508,0.0459170287180983
46,857,0.0283449561940783
46,200,0.146613914423028
46,447,0.0901816772765782
46,794,0.304504882108128
46,1084,0.235044274662728
46,196,1.19922943385511
46,323,0.533004749077518
46,82,1.34639911150299
46,1035,1.32058881071928
46,1059,1.99171205608201
46,321,1.63917527797481
